id,paper_id,author_id,status,liked_num,tags,content,title,language,created_at,updated_at
11,30214229,1,Submitted,0,miR-361-5p; glioma; SND1; migration; invasion,1. MiR-361-5p is decreased in gliomas and correlates with grades; 2. SND1 correlates with grades and its overexpression in glioma is associated with mir-361-5p downregulation; 3. mir-361-5p expression in glioma cell lines at various levels is negatively correlated with snD1 expression; 4. SND1 is a direct target of mir-361-5p in human glioma cells; 5. mir-361-5p inhibits the migration and invasion of gBM cell lines; 6. SND1 could induce the expression of MMP-2 via gene transcription activation; 7. SND1 reverses the tumor-suppressive effects of mir-361-5p;,mir-361-5p inhibits glioma migration and invasion by targeting snD1,English,2022-06-09 15:37:00.665792+00:00,2022-06-09 15:37:00.665792+00:00
12,29258767,1,Submitted,0,Glioma; GFAP; MAP - 2; NOGO - A; OLIG - 2; WT - 1; Astrocytoma; Oligodendroglioma; Ependymoma; Tissue microarrays  ,"1. GFAP expression decreases with tumour malignancy, oligodendroglial differentiation and IDH wildtype status in astrocytoma; 2. MAP-2 IRS is increased in astrocytomas with IDH1 mutation, oligodendroglial lineage and higher proliferation rate; 3. NOGO-a expression is lower in cases with ATRX loss, IDH mutation and higher patients' age; 4. OLIG-2 expression is predominantly seen in oligodendrogliomas and astrocytomas and OLIG-2 IRS is increased with higher proliferation rate and in IDH-mutant diffuse gliomas; 5. WT-1 expression significantly decreases in astrocytomas with ATRX loss and IDH1 mutation;","Immunohistochemical comparative analysis of GFAP, MAP - 2, NOGO - A, OLIG - 2 and WT - 1 expression in WHO 2016 classiﬁed neuroepithelial tumours and their prognostic value",English,2022-06-09 15:37:00.665792+00:00,2022-06-09 15:37:00.665792+00:00
13,27837435,1,Submitted,0,Exosome; Glioma; MiR-221; DNM3; RELA; Drug resistance,"1. In GBM, aberrant miRNA expression is closely associated with enhanced tumor proliferation,  invasion  and metastasis and consequently can be used as an indicator of cancer malignancy; 2. An increased drug resistance coincides with increased secretion of exosomes; 3. Elevated tissue and exosomal miR-221 levels is positively correlated with glioma grades; 4. Inhibiting endogenous miR-221 expression and incubation with U87MG-derived exosome exerted opposite efect on glioma proliferation, migration and TMZ resistance; 5. Exosomal miR-221 directly targets and inhibits DNM3 expression; 6. Overexpression of DNM3 reverses the stimulative efects of miR-221; 7. RELA mediates exosomal miR-221 expression; 8. MiR-221 upregulation promotes tumor growth in vivo;",Exosomal miR-221 targets DNM3 to induce tumor progression and temozolomide resistance in glioma,English,2022-06-09 15:37:00.665792+00:00,2022-06-09 15:37:00.665792+00:00
14,28367610,1,Submitted,0,Glioma; miR-122; Diagnose; Prognosis; Biomarker,1. Plasma miR-122 expression might act as a diagnostic and prognostic biomarker for gliomas; 2. miR-122 in the glioma group was lower than that in the control group; 3. The expression of miR-122 was signiﬁcantly correlated with WHO grade; 4. miR-122 expression decreased as the gliomas developed; 5. miR-122 expression and extent of resection are independent prognostic parameters for indicating poor prognosis for gliomas;,Plasma miR-122 as a potential diagnostic and prognostic indicator in human glioma,English,2022-06-09 15:37:00.665792+00:00,2022-06-09 15:37:00.665792+00:00
15,31933806,1,Submitted,0,Glioblastoma; exosomes; miR-29b; prognosis,1. Serum exosomal miR-29b might be a promising biomarker for predicting prognosis of GBM; 2. Serum exosomal miR-29b could effectively distinguish GBM patients from AA patients or normal controls; 3. Low serum exosomal miR-29b expression was strongly associated with aggressive clinical findings and shorter survival; 4. Serum exosomal miR-29b was an independent prognostic indicator;,Serum miR-29b as a novel biomarker  for glioblastoma diagnosis and prognosis,English,2022-06-09 15:37:00.665792+00:00,2022-06-09 15:37:00.665792+00:00
16,31611998,1,Submitted,0,microRNA-193b; diagnosis; prognosis; tumor progression; glioma,"1. Increased expression of miR-193b was observed in serum, tissues and cells of patients with glioma compared with the corresponding controls; 2. miR-193b expression was associated with the World Health Organization grading and the Karnofsky Performance Scale of the patients; 3. High expression of miR-193b was associated with poor overall survival rate in patients; 4. The overexpression of this miR in glioma cells led to increased proliferation, migration and invasion, whereas its inhibition resulted in the opposite effects on these cell behaviors;",Diagnostic and prognostic value of microRNA-193b in patients with glioma and its effect on tumor progression ,English,2022-06-09 15:37:00.665792+00:00,2022-06-09 15:37:00.665792+00:00
17,31410219,1,Submitted,0,extracellular vesicle; glioma; liquid biopsy; EGFR; NLGN3,1. We demonstrated that EGFR+EVs are effective diagnostic and prognostic markers of glioma; 2. High expression of EGFR in the EVs derived from glioma cells; 3. EGFR+EVs as a diagnostic marker for glioma; 4. EGFR in serum EVs correlates with the malignancy of glioma;,Evaluation of serum extracellular vesicles as noninvasive diagnostic markers of  glioma.,English,2022-06-09 15:37:00.665792+00:00,2022-06-09 15:37:00.665792+00:00
18,25817794,1,Submitted,0,Cell cycle; CDK; Cyclin; Glioblastoma; miR-340,"1. miR-340 is downregulated in ~89% of glioblastoma tumor samples examined and 100% of examined glioblastoma cell lines; 2. miR-340 plays an oncosuppressive role in glioblastoma, and that its ectopic expression causes significant defect in glioblastoma cell growth; 3. miR-340 inhibits glioblastoma cell proliferation by suppressing CDK6, cyclin-D1 and cyclin-D2; 4. miR-340 plays a tumor-suppressive role in glioblastoma and may be useful as a diagnostic biomarker and/or a therapeutic avenue for glioblastoma;","miR-340 inhibits glioblastoma cell proliferation by suppressing CDK6, cyclin-D1 and cyclin-D2",English,2022-06-09 15:37:00.665792+00:00,2022-06-09 15:37:00.665792+00:00
19,31485019,1,Submitted,0,GBM; miR-1246,1. H-GDEs induce M2 macrophage polarization in vitro and in vivo; 2. MiR-1246 is highly expressed in H-GDEs and the CSF of GBM patients and is delivered to macrophages via exosomes; 3. MiR-1246 induces M2 macrophage polarization in vitro and in vivo; 4. MiR-1246 directly targets TERF2IP in macrophages; 5. Exosomal miR-1246 targets TERF2IP and induces M2 macrophage polarization by activating the STAT3 pathway and inhibiting the NF-κB pathway;,Hypoxic glioma-derived exosomes deliver microRNA-1246 to induce M2 macrophage polarization by targeting TERF2IP via the STAT3 and NF-κB pathways,English,2022-06-09 15:37:00.665792+00:00,2022-06-09 15:37:00.665792+00:00
20,30197535,1,Submitted,0,microRNA-200b; down-regulation; glioma; grade; meta-analysis,"1. Compared with non-neoplastic brain tissues, the expression level of miR-200b was signicantly decreased in glioma tissues; 2. The glioma tissues from high-grade tumors had much lower miR-200b expression than glioma tissues from low-grade tumors;",MicroRNA-200b expression level is negatively associated with pathological grading in human gliomas,English,2022-06-09 15:37:00.665792+00:00,2022-06-09 15:37:00.665792+00:00
21,30279734,1,Submitted,0,ceRNA network; micNETs; TGFBR2; mesenchymal subtype,"1. We characterized mesenchymal glioblastoma at the mRNA-miRNA level and reported a ceRNA network that could separate the mesenchymal subtype from other subtypes; 2. Identification of a ceRNA network enriched in the mesenchymal subtype; 3. Six micNETs, TGFBR2, RUNX1, PPARG, GIT2, ACSL1 and RAP1B, predict the GBM mesenchymal subtype; 4. The TGF-β pathway is a potential therapeutic target for the GBM mesenchymal subtype;",Mesenchymal glioblastoma constitutes a major ceRNA signature in the TGF-β pathway,English,2022-06-09 15:37:00.665792+00:00,2022-06-09 15:37:00.665792+00:00
22,30995921,1,Submitted,0,Glioma; MicroRNA; hsa-let-7b-5p; Biomarker; Bioinformatics analysis,"1. Based on crosstalk genes in the KEGG, PPI network, and WGCNA analyses, PLK1, CCNA2, cyclin B2 (CCNB2), and AURKA were screened as candidate diagnostic marker genes; 2. The survival analysis revealed that high mRNA expression of PLK1, CCNA2, and AURKA was significantly associated with poor overall survival; 3. Furthermore, hsa-let-7b-5p was identified as a core miRNA in the regulation of candidate genes involved in glioma development; 4. We confirmed that hsa-let-7b-5p could inhibit the migration, invasion, and cell cycle of glioma cells;",Joint bioinformatics analysis of underlying potential functions of hsa-let-7b-5p and core genes in human glioma,English,2022-06-09 15:37:00.665792+00:00,2022-06-09 15:37:00.665792+00:00
23,31138312,1,Submitted,0,Glioblastoma; Biomarker; Diagnosis; Prognosis; Diferentially expressed gene,1. CBX3 overexpression in human GBM samples was shown by immunohistochemical staining and qPCR; 2. Knockdown of CBX3 inhibits U373 cell growth; 3. Knockdown of CBX3 induced G2/M cell cycle arrest in U373 cells;,Integrated analysis of 34 microarray datasets  reveals CBX3 as a diagnostic and prognostic  biomarker in glioblastoma,English,2022-06-09 15:37:00.665792+00:00,2022-06-09 15:37:00.665792+00:00
24,31784096,1,Submitted,0,MGMT promoter methylation; MS-PCR; Illumina methylome bead chip array; High density DNA; methylation array; Glioma; Glioblastoma,"1. MGMT promoter methylation status is an important biomarker predicting survival and response to chemotherapy in patients suffering from glioblastoma; 2. MGMT promoter methylation analysis are definitively higher than those generated by MS-PCR, but the array-based profiling also provides additional information about distinct molecular brain tumor classes and genomewide copy number information; 3. In our hands, the prediction of the MGMT promoter methylation status via STP-27/HM450 K seems to have slight advantages over MSPCR;",High density DNA methylation array is a reliable alternative for PCR-based analysis of the MGMT promoter methylation status in glioblastoma,English,2022-06-09 15:37:00.665792+00:00,2022-06-09 15:37:00.665792+00:00
25,20223881,1,Submitted,0,Hedgehog; pediatric brain tumor; pilocytic astrocytoma.,1. PTCH mRNA expression levels in Pilocytic Astrocytomas correlate lnversely with age; 2. PTCH and GLI1 protein staining indices in Pilocytic Astrocytomas correlate with that of a cellular marker for proliferation; 3. Hh pathway modulation can be measured in primary cells cultured from Pilocytic Astrocytomas;,Activation of the Hedgehog pathway in pilocytic astrocytomas,English,2022-06-09 15:37:00.665792+00:00,2022-06-09 15:37:00.665792+00:00
26,32008867,1,Submitted,0,DEAD box helicase 5; DEAD box helicase 17; Glioma; Radiotherapy; Prognosis,1. The expression of Ddx5 and Ddx17 were both upregulated in glioma tissues compared to normal brain tissues; 2. A significant positive correlation between Ddx5 and Ddx17 expression was identified by statistical analysis; 3. Immunohistochemical staining verified the expression of Ddx5 and Ddx17 in peritumoral zone was lower than that in core zone but higher than normal brain tissues; 4. The increased expression of Ddx5 and Ddx17 was markedly correlated with WHO Grade and histological type; 5. High Ddx5 and Ddx17 were found to be significantly associated with the worse overall survival of glioma patients; 6. Higher expression of both Ddx5 and Ddx17 predicted shorter clinical survival time for high-grade glioma patients with radiotherapy or with chemotherapy;,Upregulation of DEAD box helicase 5 and 17 are correlated with the progression and poor prognosis in gliomas,English,2022-06-09 15:37:00.665792+00:00,2022-06-09 15:37:00.665792+00:00
27,15696972,1,Submitted,0,SOX6; Brain tumor; Undifferentiated cell; Neural stem/progenitor cell ,"1. Immunohistochemical analysis revealed that astrocytic and oligodendroglial tumors expressed SOX6; 2. Neuronal-glial cell tumors (central neurocytoma) and embryonal tumors (medulloblastoma), which arise from multipotential stem cell precursors, also showed a high intensity of SOX6 staining; 3. Ependymal tumors (ependymoma and subependymoma), meningioma, and schwannoma, which are all well differentiated tumors, showed either no staining or only faint staining for SOX6; 4. SOX6 may be expressed in bipotential or multipotential cells capable of neuronal and glial differentiation, but not in fully differentiated cells; 5. SOX6 may be a useful marker for the diagnosis of tumors arising from immature bipotential cells that may differentiate into neuronal and glial cells;",Immunohistochemical analysis of SOX6 expression in human brain tumors,English,2022-06-09 15:37:00.665792+00:00,2022-06-09 15:37:00.665792+00:00
28,7523604,1,Submitted,0,Tenascin; cerebrospinal fluid; brain tumour,"1. An increase of tenascin in CSF (>100 ng/ml) was found in patients with an astrocytic tumour; 2. The concentration was significantly higher (>300 ng/rn) in high grade astrocytoma (anaplastic astrocytoma and glioblastoma) and a further increase(>1000 ng/ml) was found in cases of CSF dissemination of high grade astrocytoma; 3. Tenascin concentrations were less than 100 ng/ml in nonastrocytic tumours and non-neoplastic neurological diseases, except meningeal dissemination of tumour cells, meningeal stimulation by infection, and subarachnoid haemorrhage; 4. In cases of treated astrocytomas in remission, tenascin was negligible (<100 ng/ml) in the CSF; 5. The measurement of tenascin in CSF is useful for differential diagnosis of brain tumours and monitoring of astrocytic tumours;",Tenascin in cerebrospinal fluid is a useful biomarker for the diagnosis of brain tumour,English,2022-06-09 15:37:00.665792+00:00,2022-06-09 15:37:00.665792+00:00
29,28204824,1,Submitted,0,caspase-8; glioma; DNA methylation; gene silencing; anti-apoptosis,1. Downregulated mRNA expression of caspase-8 correlates with the grade of human malignant glioma; 2. Methylation of caspase-8 gene promoter is rare in human cancer cell lines; 3. Anti-apoptotic activity and expression at the mRNA level are highly relevant to caspase-8 gene methylation in human cancer cells; 4. The caspase-8 gene methylation status may be used as an indicator for the early diagnosis of human malignant glioma;,DNA methylation-mediated caspase-8 downregulation is associated with anti-apoptotic activity and human malignant glioma grade,English,2022-06-09 15:37:00.665792+00:00,2022-06-09 15:37:00.665792+00:00
30,20041315,1,Submitted,0,FRAT1; Astrocytoma; Proliferation; Apoptosis; Immunohistochemistry; TUNEL,"1. All grades and most subtypes of astrocytomas expressed high level of FRAT1; 2. Expression levels of FRAT1 in human astrocytomas were significantly positively correlated with increasing WHO grades; 3. PI in FRAT1-positive specimens was significantly higher than it in FRAT1-negative specimens, and FRAT1 IRS was positively correlated with the PI; 4. Though there was no significant difference between AI in FRAT1-positive specimens and that in FRAT1-negative specimens, FRAT1 IRS was inversely correlated with AI; 5. FRAT1 may play a key role in tumorigenesis and malignancy progression of astrocytomas under certain pathological conditions by promoting proliferation and reducing apoptosis;","FRAT1 expression and its correlation with pathologic grade, proliferation, and apoptosis in human astrocytomas",English,2022-06-09 15:37:00.665792+00:00,2022-06-09 15:37:00.665792+00:00
31,20219352,1,Submitted,0,microRNA; Astrocytoma; Survival,"1. The down-regulation of hsa-miR-137 in astrocytomas was shown to be associated with advanced clinical stages of this disease; 2. Using Kaplan-Meier survival analysis we showed that low expression of hsa-miR-181b or hsa-miR-106a, or high expression of hsa-miR-21 was significantly associated with poor patient survival; 3. Cox proportional hazard regression analysis revealed that this prognostic impact was independent of other clinicopathological factors; 4. Upon completing this multivariable analysis, old age, high WHO grade, high hsa-miR-21 expression level and low hsa-miR-181b expression level were all independently associated with decreased survival, while hsa-miR-21 showed a prognostic impact on patient survival as significantly as age;","The use of hsa-miR-21, hsa-miR-181b and hsa-miR-106a as prognostic indicators of astrocytoma",English,2022-06-09 15:37:00.665792+00:00,2022-06-09 15:37:00.665792+00:00
32,30794970,1,Submitted,0,Cell-free miR-214; Circulating miRNAs; Glioma; Noninvasive diagnosis; Prognostic factor,"1. Extracellular miR-214 levels were significantly overexpressed in preoperative serum from glioma patients with glioma, whereas its expression significantly decreased in matched postoperative serum; 2. Upregulated cell-free miR214 in serum was significantly associated with higher tumor grade, absence of isocitrate dehydrogenase, and unmethylated methylguanine methyltransferase promoter; 3. Extracellular miR-214 in serum could effectively distinguish patients with glioma from healthy control; 4. Serum cell-free miR-214 was an independent prognostic indicator of overall survival for patients with glioma;",Diagnostic and Prognostic Potential of Serum Cell-Free microRNA-214 in Glioma,English,2022-06-09 15:37:00.665792+00:00,2022-06-09 15:37:00.665792+00:00
33,29076001,1,Submitted,0,MiRNAs; Circulating biomarkers; Gliomas; Exosomes,"1. Selection of candidate miRNAs overexpressed in glioma tissues; 2. The expression levels of miR-21, miR-222 and miR-124-3p in serum exosomes of patients with high grade gliomas were significantly higher than those of low grade gliomas and healthy controls; 3. The expression levels of miR-21, miR-222 and miR-124-3p were sharply decreased in samples obtained after surgery;",A microRNA signature from serum exosomes of patients with glioma as complementary diagnostic biomarker,English,2022-06-09 15:37:00.665792+00:00,2022-06-09 15:37:00.665792+00:00
34,28780604,1,Submitted,0,Glioma; MiR-338-5p; TSHZ3; MMP2; Invasion,"1. The expression of miR-338-5p, normalized to hsnRNA U6, was significantly higher in grade III and IV gliomas and glioblastoma cell lines compared to that in NNB and grade II gliomas, whereas TSHZ3 expression, normalized to GAPDH, was inversely related to miR-338-5p (R = -0.636, P<0.01); 2. TSHZ3 is a direct target gene of microRNA-338-5p; 3. MiR-338-5p promotes MMP2 expression; 4. Contrasting roles of miR-338-5p and TSHZ3 on regulating glioma cell invasiveness;",MiR-338-5p Promotes Glioma Cell Invasion by Regulating TSHZ3 and MMP2,English,2022-06-09 15:37:00.665792+00:00,2022-06-09 15:37:00.665792+00:00
35,30015879,1,Submitted,0,microRNA-500a-5p; proliferation; migration; chromodomain helicase DNA binding protein 5; glioblastoma,"1. MiR-500a-5p is significantly upregulated in glioblas toma tissues; 2. MiR-500a-5p enhances glioblastoma cell proliferation, migration and invasion in vitro; 3. MiR-500a-5p delayed tumor growth in vivo; 4. MiR-500a-5p specifically targeted CHD5 3-UTR in glioblastoma;","MiR-500a-5p promotes glioblastoma cell proliferation, migration and invasion by targeting chromodomain helicase DNA binding protein 5",English,2022-06-09 15:37:00.665792+00:00,2022-06-09 15:37:00.665792+00:00
36,25922553,1,Submitted,0,NA,"1. FRAT1 Is Overexpressed in Glioma; 2. FRAT1 Is Associated with the Pathologic Grade, Proliferative Index, Invasive Index, and Microvessel Density of Glioma; 3. FRAT1 Expression Status Correlates with the Prognosis of GBM;",Overexpression of FRAT1 Is Associated with Malignant Phenotype and Poor Prognosis in Human Gliomas,English,2022-06-09 15:37:00.665792+00:00,2022-06-09 15:37:00.665792+00:00
37,24847385,1,Submitted,0,glioma malignancy grade; NDRG2; DNA methylation; protein and mRNA expression; patient survival,1. Promoter methylation of NDRG2 is tumor-specific and is associated with the aggressiveness of glioma tumor; 2. NDRG2 expression is significantly downregulated in glioblastomas at both mRNA and protein levels; 3. Expression of this gene is negatively associated with tumor progression; 4. NDRG2 gene promoter methylation does not represent as being the major mechanism of gene silencing in gliomas; 5. NDRG2 epigenetic alterations and downregulation of expression are associated with the aggressive behavior of glioma in terms of tumor spread and poor patient survival;,Glioma Malignancy-Dependent NDRG2 Gene Methylation and Downregulation Correlates with Poor Patient Outcome,English,2022-06-09 15:37:00.665792+00:00,2022-06-09 15:37:00.665792+00:00
38,29050344,1,Submitted,0,glioblastoma; proliferation; TMZ resistance; microRNA; p53,1. MiR-141-3p is increased in human glioma tissues; 2. MiR-141-3p activates glioma cell growth in vitro; 3. MiR-141-3p knockdown sensitizes resistant GBM cells to TMZ in vitro; 4. p53 is a direct target of miR-141-3p in glioma cells; 5. Reintroduction of p53 could attenuate the oncogenic effect of miR-141-3p; 6. Reintroduction of p53 rescues the TMZ resistant effect of miR-141-3p; 7. MiR-141-3p knockdown inhibits tumor growth and sensitizes cells to TMZ in vivo;,MicroRNA-141-3p promotes glioma cell growth and temozolomide resistance by directly targeting p53,English,2022-06-09 15:37:00.665792+00:00,2022-06-09 15:37:00.665792+00:00
39,27981547,1,Submitted,0,miR-199a-3p;Diagnosis;Prognosis;Biomarkers;Glioma,"1. The qRT-PCR results showed that the miR-199a-3p expression was significantly downregulated in glioma tissues compared with the adjacent non-tumor tissues (p<0.01); 2. Plasma miR-199a-3p level was significantly lower in glioma patients when compared with healthy controls (p<0.01); 3. ROC curve analysis showed that plasma miR-199a-3p was a useful marker for discriminating cases from healthy controls, with an area under the ROC curve (AUC) of 0.8466 (95% confidence interval (CI) 0.772 to 0.9211, p<0.001); 4. MiR-199a-3p expression was associated with various clinicopathological parameters, including WHO grade (p=0.001) and KPS score (p=0.008); 5. Glioma patients with low miR-199a-3p expression level had distinctly shorter overall survival than patients with high miR-199a-3p expression level (p=0.0067); 6. Univariate and multivariate analysis suggested that miR-199a-3p expression was an independent predictor of poor prognosis;",Circulating miR-199a-3p in plasma and its potential diagnostic and prognostic value in glioma,English,2022-06-09 15:37:00.665792+00:00,2022-06-09 15:37:00.665792+00:00
40,27673330,1,Submitted,0,NA,1. miR210HG could be an important biomarker for the diagnosis of glioma; 2. miR210HG levels were significantly higher in tumor tissue than in tumor-adjacent normal tissue in participating glioma patients; 3. Serum miR210HG levels were also significantly higher in glioma patients than in healthy controls; 4. The receiver operating characteristic curve showed that serum miR210HG was a specific diagnostic predictor of acute pulmonary embolism with an area under the curve of 0.8323 (95% confidence inter); 5. Plasma miR210HG levels were upregulated in the glioma patient group compared to the healthy volunteer controls;,Long Noncoding RNA miR210HG as a Potential Biomarker for the Diagnosis of Glioma,English,2022-06-09 15:37:00.665792+00:00,2022-06-09 15:37:00.665792+00:00
